Date,Open,High,Low,Close,Volume,VXN_open,VXN_high,VXN_low,VXD_close,Month,Day of the month,day of the week(Sunday=1),ma10,wma10,ema10,BB_UpperBand,BB_LowerBand,dc_high,dc_low,dc_medium,momentum,rate_of_change,midpoint,awsome_ossilator,macd,macd_signal,macd_histogram,rs,RSI,diff,high_prev_close,low_prev_close,true_range,atr,%r,PCT,HV,Standard Deviation
6/12/2002,1092.449951,1123.780029,1079.280029,1123.339966,2057320000,54.27,54.919998,52.860001,52.860001,6,12,3,1162.757996,1144.903988,1159.839015,1357.765726,1081.855283,1246.339966,1079.280029,1162.809998,-95.340088,-7.823225439,1101.530029,-96.01483666,-44.26430026,-35.44319923,-8.821101025,0.393725084,28.24983841,44.5,22.810058,21.689942,44.5,40.05071157,-78.77037939,0.020318442,-0.007310317,68.97761071
6/13/2002,1117.219971,1133.25,1100.339966,1106.540039,1566910000,54.189999,55.810001,53.509998,54.299999,6,13,4,1150.621997,1134.682542,1150.148292,1349.370276,1069.799731,1246.339966,1079.280029,1162.809998,-121.359985,-9.88353959,1116.794983,-100.9585536,-45.93416901,-37.54139319,-8.392775821,0.390115083,28.06350984,32.910034,9.910034,23,32.910034,39.14643214,-85.8190643,-0.014955336,-0.008268723,69.89263622
6/14/2002,1078.689941,1112.369995,1055.569946,1109.599976,1827730000,55.93,57.580002,54.459999,55.669998,6,14,5,1140.747998,1127.223992,1142.775871,1336.456544,1062.088463,1213.180054,1055.569946,1134.375,-98.73999,-8.171540525,1083.969971,-104.5531193,-46.47490689,-39.32809593,-7.146810958,0.283565571,22.09202065,56.800049,5.829956,50.970093,56.800049,40.34929557,-74.18413688,0.00276532,-0.008313514,68.59202027
6/17/2002,1126.540039,1154.180054,1123.099976,1149.910034,1591840000,53.779999,55.330002,53.299999,54.98,6,17,1,1139.823999,1128.889817,1144.072992,1315.523686,1065.43232,1196.670044,1055.569946,1126.119995,-9.23999,-0.797134953,1138.640015,-102.386206,-43.15331619,-40.09313998,-3.060176207,0.443941838,30.74513297,31.080078,44.580078,13.5,44.580078,40.77787571,-50.5477391,0.03632846,-0.006875176,62.5228415
6/18/2002,1139.52002,1163.459961,1138.310059,1138.469971,1589760000,54.869999,55.389999,53.93,54.549999,6,18,2,1135.790991,1128.64363,1143.054261,1300.171763,1065.410243,1196.670044,1055.569946,1126.119995,-40.330078,-3.421282348,1150.88501,-93.95791229,-40.97175225,-40.26886243,-0.702889813,0.539986463,35.06436426,25.149902,13.549927,11.599975,25.149902,40.70287221,-56.54452151,-0.009948659,-0.006105824,58.69037998
6/19/2002,1129.319946,1133.959961,1095.76001,1097.540039,1726700000,55.400002,56.860001,54.490002,55.240002,6,19,3,1125.984998,1121.688912,1134.778948,1292.850142,1056.894865,1185.290039,1055.569946,1120.429993,-98.059937,-8.201734608,1114.859986,-87.16456755,-42.06070097,-40.62723014,-1.433470833,0.581410682,36.76531901,38.199951,4.51001,42.709961,42.709961,41.44858229,-77.99963904,-0.035951701,-0.006498841,58.98881914
6/20/2002,1094.530029,1102.719971,1058.01001,1062.449951,1709470000,56.16,59.150002,55.73,57.93,6,20,4,1116.467993,1110.137085,1121.628221,1285.011773,1044.527228,1163.459961,1055.569946,1109.514954,-95.170044,-8.22118177,1080.364991,-89.32953514,-45.233751,-41.54853431,-3.685216689,0.439432269,30.52816574,44.709961,5.179932,39.530029,44.709961,41.91857914,-95.63479457,-0.031971579,-0.0084398,60.1211362
6/21/2002,1051.800049,1074.77002,1031.949951,1035.630005,1962900000,58.57,60.599998,58.310001,59.299999,6,21,5,1106.006995,1095.439269,1105.992182,1271.257637,1033.167363,1163.459961,1031.949951,1097.704956,-104.609985,-9.174383105,1053.359986,-90.98917827,-49.34375739,-43.10757893,-6.236178461,0.411923411,29.17462856,42.820069,12.320069,30.5,42.820069,41.05143529,-97.76587426,-0.025243491,-0.010582158,59.52256832
6/24/2002,1023.059998,1075.630005,1014.76001,1057.680054,2050610000,58.630001,60.32,56.240002,58.650002,6,24,1,1098.213001,1086.652552,1097.208158,1258.684242,1026.20576,1163.459961,1014.76001,1089.109986,-77.939941,-6.86320612,1045.195008,-105.6347981,-50.24254758,-44.53457266,-5.707974917,0.504842794,33.54787596,60.869995,40,20.869995,60.869995,42.54429414,-76.40589524,0.021291435,-0.008206552,58.11962039
6/25/2002,1070.619995,1073.530029,1017.710022,1022.73999,1880680000,58.57,60.279999,58.34,59.880001,6,25,2,1090.390002,1072.930187,1083.668491,1248.825695,1013.856312,1163.459961,1014.76001,1089.109986,-78.229981,-7.105550838,1045.620026,-123.3070604,-53.16140485,-46.2599391,-6.901465752,0.463382146,31.6651496,55.820007,15.849975,39.970032,55.820007,44.2707215,-95.320484,-0.033034625,-0.009530674,58.74234565
6/26/2002,979.869995,1035.530029,979.869995,1027.219971,2061740000,63.75,65.32,62.43,64.360001,6,26,3,1080.778003,1061.444727,1073.405124,1240.4829,1003.053098,1163.459961,979.869995,1071.664978,-96.119995,-8.556625591,1007.700012,-137.6831738,-54.48505346,-47.90496197,-6.58009149,0.348864362,25.86356137,55.660034,12.790039,42.869995,55.660034,45.13501414,-74.2088432,0.004380371,-0.008261709,59.35745053
6/27/2002,1048.540039,1050.680054,1009.049988,1050.640015,1942590000,64.589996,66.139999,63.16,63.16,6,27,4,1075.188001,1055.965092,1069.266013,1224.512355,1001.297642,1163.459961,979.869995,1071.664978,-55.900024,-5.051785026,1029.865021,-141.011257,-53.03292218,-48.93055401,-4.102368172,0.473963586,32.15571881,41.630066,23.460083,18.169983,41.630066,44.46501814,-61.45213078,0.022799444,-0.007500014,55.80367828
6/28/2002,1047.560059,1074.72998,1042.839966,1051.410034,2575240000,62.470001,62.470001,57.41,57.950001,6,28,5,1069.369006,1051.641826,1066.019472,1210.299486,999.8175184,1163.459961,979.869995,1071.664978,-58.189942,-5.244227042,1058.784973,-135.2575835,-51.22942269,-49.39032775,-1.839094944,0.56530039,36.11449878,31.890014,24.089965,7.800049,31.890014,45.05430379,-61.03270753,0.000732905,-0.006666884,52.62049194
7/1/2002,1044.47998,1049.880005,997.969971,998.169983,2320650000,57.619999,58.810001,56.549999,57.450001,7,1,1,1054.195001,1038.696549,1053.683201,1209.224464,984.794536,1163.459961,979.869995,1071.664978,-151.740051,-13.19581937,1023.924988,-133.7899687,-53.47968303,-50.2081988,-3.271484222,0.580356094,36.72312186,51.910034,1.530029,53.440063,53.440063,45.24930236,-90.03214152,-0.050636811,-0.00716329,56.1074821
7/2/2002,989.25,993.98999,961.76001,963.659973,2722550000,59.389999,61.93,58.950001,59.57,7,2,2,1036.714002,1022.235635,1037.315341,1206.419995,966.0849981,1133.959961,961.76001,1047.859986,-174.809998,-15.35481852,977.875,-137.9908867,-57.3861877,-51.64379658,-5.742391115,0.531150439,34.68963111,32.22998,4.179993,36.409973,36.409973,44.67144329,-99.05802506,-0.03457328,-0.009739559,60.08374915
7/3/2002,957.26001,995.950012,950.330017,995.679993,2661060000,60.5,62.25,59.610001,60.060001,7,3,3,1026.527997,1014.774906,1029.745278,1191.275204,961.2377908,1102.719971,950.330017,1026.524994,-101.860046,-9.280759005,973.1400145,-134.8392104,-57.23856227,-52.76274972,-4.475812547,0.446042561,30.84574225,45.619995,32.290039,13.329956,45.619995,45.57929764,-78.72191249,0.033227509,-0.008790769,57.5093532
7/5/2002,1018.630005,1061.050049,1018.630005,1060.890015,1120960000,58.529999,58.759998,55.880001,56.279999,7,5,5,1026.372003,1021.022545,1035.407957,1179.987187,962.8528093,1075.630005,950.330017,1012.980011,-1.559936,-0.146824422,1039.840027,-124.9625923,-51.26867093,-52.46393396,1.19526303,0.639123145,38.99177111,42.420044,65.370056,22.950012,65.370056,46.191441,-48.12554448,0.065492952,-0.003927799,54.28359448
7/8/2002,1051.27002,1066.280029,1008.780029,1014.330017,1708150000,56.66,60.130001,56.66,59.290001,7,8,1,1024.242005,1018.833093,1031.575605,1171.468403,958.7805961,1075.630005,950.330017,1012.980011,-21.299988,-2.05671793,1037.530029,-120.7859347,-49.72133516,-51.9154142,2.194079044,0.794446853,44.27252061,57.5,5.390014,52.109986,57.5,47.11429257,-69.97137108,-0.043887677,-0.005371504,53.17195175
7/9/2002,1015.27002,1023.380005,989.340027,990.22998,1704220000,61.299999,62.25,60.049999,62.119999,7,9,2,1017.496997,1012.649089,1024.058218,1163.785,951.9249982,1074.72998,950.330017,1012.529999,-67.450074,-6.377171787,1006.360016,-115.6918707,-49.86492022,-51.5053154,1.640395184,0.521814466,34.28896741,34.039978,9.049988,24.98999,34.039978,47.749298,-78.27153778,-0.023759562,-0.006356894,52.96500035
7/10/2002,1005.98999,1005.98999,958.76001,959.049988,1846320000,63.150002,65.459999,62.529999,65.220001,7,10,3,1011.127997,1002.02236,1012.23854,1163.333653,938.1843468,1074.72998,950.330017,1012.529999,-63.690002,-6.227389427,982.375,-106.0212821,-51.89644725,-51.58354177,-0.312905477,0.499510693,33.31157924,47.22998,15.76001,31.46997,47.22998,48.0721565,-94.27785706,-0.031487627,-0.006405676,56.28732644
7/11/2002,954.01001,999.429993,945.849976,998.030029,2298330000,67.440002,70.830002,65.720001,68.989998,7,11,4,1008.209003,999.6409113,1009.655174,1153.96517,935.0218359,1074.72998,945.849976,1010.289978,-29.189942,-2.841644713,972.6399845,-97.91334585,-49.78716804,-51.22426703,1.437098988,0.578312518,36.64119189,53.580017,40.380005,13.200012,53.580017,48.70573193,-59.79346483,0.040644431,-0.005389376,54.7358335
7/12/2002,1016,1025.609985,988.25,1000.820007,2009340000,68.660004,68.660004,64.379997,66,7,12,5,1003.227002,998.2974575,1008.04878,1146.247074,932.1679284,1074.72998,945.849976,1010.289978,-49.820008,-4.741872315,1006.929993,-96.93344156,-47.34466137,-50.4483459,3.103684523,0.746731927,42.75023063,37.359985,27.579956,9.780029,37.359985,48.31572593,-57.64369031,0.002795485,-0.004501835,53.51978643
7/15/2002,990.97998,1021.349976,955.289978,1021.02002,2117700000,67.190002,69.480003,66.300003,67.849998,7,15,1,1000.188001,1001.532552,1010.407188,1136.765445,932.7915623,1066.280029,945.849976,1006.065003,-30.390014,-2.890405552,988.319977,-98.80956791,-43.2800792,-49.01469256,5.734613356,0.858659124,46.19777306,66.059998,20.529969,45.530029,66.059998,48.68644043,-41.67439349,0.020183462,-0.003630928,50.99347057
7/16/2002,1012.51001,1045.52002,1002.169983,1011.299988,2379260000,67.470001,69.379997,66.57,67.940002,7,16,2,1001.501001,1003.552913,1010.569515,1114.592248,941.1037541,1066.280029,945.849976,1006.065003,13.130005,1.315407718,1023.845002,-88.79124712,-40.37774439,-47.28730292,6.909558533,0.836725564,45.55528492,43.350037,24.5,18.850037,43.350037,47.79572829,-49.21631753,-0.009519923,-0.005923347,43.37212354
7/17/2002,1047.790039,1060.77002,1005.179993,1028.73999,2338390000,65.239998,66.040001,63.16,63.23,7,17,3,1008.009003,1008.505457,1013.873238,1091.800188,952.9228159,1066.280029,945.849976,1006.065003,65.080017,6.753421209,1032.975006,-72.89727607,-36.25246489,-45.08033532,8.82787043,0.947544982,48.65330407,55.590027,49.470032,6.119995,55.590027,47.79072779,-35.68434868,0.017245132,-0.004563657,34.71934308
7/18/2002,1020.820007,1027.439941,993.080017,994.609985,1842360000,64.970001,65.379997,62.610001,63.610001,7,18,4,1007.902002,1006.069271,1010.370828,1077.898523,956.5314763,1066.280029,945.849976,1006.065003,-1.070008,-0.10746505,1010.259979,-59.25224714,-35.32989627,-43.13024751,7.800351235,1.007626402,50.18993577,34.359924,1.300049,35.659973,35.659973,47.36429257,-62.16635049,-0.033176512,-0.004424898,30.34176155
7/19/2002,975.059998,992.840027,957.650024,965.369995,2396800000,64.540001,66.809998,59.279999,61.169998,7,19,5,998.3499999,998.3361793,1002.188858,1073.339523,951.3824806,1066.280029,945.849976,1006.065003,-95.52002,-9.003762751,975.2450255,-58.17659531,-36.53700102,-41.81159821,5.274597191,0.759981151,43.18120969,35.190003,1.769958,36.959961,36.959961,47.72643164,-83.79140546,-0.029398448,-0.004296241,30.48926052
7/22/2002,958.340027,980.640015,928.830017,939.099976,2014410000,59.900002,63.610001,59.68,62.580002,7,22,1,990.8269958,987.5634477,990.7181525,1075.624432,939.4445687,1060.77002,928.830017,994.8000185,-75.230041,-7.416722343,954.735016,-58.10049937,-39.16197633,-41.28167383,2.119697506,0.67245317,40.20759337,51.809998,15.27002,36.539978,51.809998,47.60999843,-92.52822255,-0.027212384,-0.004394686,34.04496574
7/23/2002,943.289978,954.070007,896.559998,896.820007,2238890000,63.27,67.290001,62.630001,66.389999,7,23,2,981.4859985,970.4712679,973.6457624,1079.585467,919.3975282,1060.77002,896.559998,978.665009,-93.409973,-9.433159457,925.3150025,-70.57620456,-44.14505165,-41.8543494,-2.29070225,0.749395502,42.83739733,57.510009,14.970031,42.539978,57.510009,49.11714386,-99.84680123,-0.045021798,-0.007710348,40.0469848
7/24/2002,875.47998,951.830017,869.169983,951.580017,2167790000,68.559998,69.730003,64.550003,65.699997,7,24,3,980.7390014,965.0338167,969.6338087,1077.977504,913.8894938,1060.77002,869.169983,964.9700015,-7.469971,-0.778892768,910.5,-87.11988139,-43.17777309,-42.11903413,-1.058738953,0.779006631,43.78885484,82.660034,55.01001,27.650024,82.660034,51.76286093,-58.1908504,0.061060201,-0.003005606,41.02200267
7/25/2002,934.929993,940.929993,878.01001,894.450012,2353210000,66.690002,69.919998,65.529999,69.480003,7,25,4,970.3809997,949.3449096,955.9640275,1081.532625,897.0573778,1060.77002,869.169983,964.9700015,-103.580017,-10.37844694,909.4700015,-99.65449343,-46.48525868,-42.99227904,-3.492979638,0.818876424,45.02100379,62.919983,10.650024,73.570007,73.570007,52.34857171,-87.17466232,-0.060036995,-0.006226475,46.11881172
7/26/2002,905.880005,917.320007,885.940002,910.909973,1691540000,70.410004,71.510002,68.43,69.019997,7,26,5,961.3899963,938.5319956,947.7723812,1076.135584,888.4814142,1060.77002,869.169983,964.9700015,-89.910034,-8.983636755,901.6300045,-107.6219093,-47.23380169,-43.84058357,-3.393218117,0.477156464,32.30236441,31.380005,22.869995,8.51001,31.380005,50.48285779,-78.21504074,0.018402326,-0.006446331,46.91354243
7/29/2002,935.049988,970.130005,931.429993,970.130005,1944170000,66.220001,67.419998,57.209999,57.57,7,29,1,956.3009948,940.1210881,951.8374037,1066.335002,890.1539937,1060.77002,869.169983,964.9700015,-50.890015,-4.984232826,950.779999,-102.7317361,-42.55788495,-43.58404385,1.026158897,0.674601143,40.28428775,38.700012,59.220032,20.52002,59.220032,52.28143307,-47.30688805,0.065011948,-0.003232378,44.04525199
7/30/2002,957.080017,992.340027,950.73999,980.359985,1728270000,59.810001,60.740002,55.349998,56.459999,7,30,2,953.2069945,944.49545,957.0233276,1064.955116,889.7528793,1060.77002,869.169983,964.9700015,-30.940003,-3.059428791,971.5400085,-88.94541145,-37.5933605,-42.38590718,4.79254668,0.916586162,47.82389544,41.600037,22.210022,19.390015,41.600037,51.87929429,-41.96765108,0.010544958,-0.00017329,43.80055921
7/31/2002,966.049988,971.849976,940.909973,962.099976,1633300000,57.130001,60.150002,56.919998,57.860001,7,31,3,946.5429931,946.1123557,957.9463546,1064.931217,889.6207787,1027.439941,869.169983,948.304962,-66.640014,-6.477828669,956.3799745,-75.5002973,-34.73200034,-40.85512581,6.123125469,1.107209312,52.54386954,30.940003,8.510009,39.450012,39.450012,50.87000821,-51.49792534,-0.01862582,0.000624083,43.82760962
8/1/2002,954.559998,960.359985,912.400024,913.590027,1548860000,59.470001,60.93,58.799999,60.349998,8,1,4,938.4409973,940.1209073,949.8815677,1064.796118,881.5468814,992.840027,869.169983,931.005005,-81.019958,-8.145902336,936.3800045,-64.8119738,-35.9641272,-39.87692609,3.912798887,0.834446629,45.48764819,47.959961,1.739991,49.699952,49.699952,51.75143443,-76.81626544,-0.050420902,-0.003558338,45.81230912
8/2/2002,913.599976,916.690002,878.47998,892.51001,1419790000,62.16,67.050003,60.25,65.440002,8,2,5,931.1549988,931.7698187,939.4503754,1053.332802,876.172197,992.340027,869.169983,930.755005,-72.859985,-7.547363744,897.584991,-60.13906534,-38.20121795,-39.54178446,1.340566509,0.671499634,40.17348375,38.210022,3.099975,35.110047,38.210022,49.76215043,-87.81835987,-0.023073826,-0.007986677,44.29015117
8/5/2002,889.48999,896.679993,856.349976,857.080017,1336720000,67.589996,68.580002,65.669998,67.519997,8,5,1,922.9530029,918.3016402,924.4739466,1054.4063,859.3736985,992.340027,856.349976,924.3450015,-82.019959,-8.733890011,876.5149845,-67.28250852,-42.3449071,-40.10240899,-2.242498107,0.55163627,35.55190613,40.330017,4.169983,36.160034,40.330017,49.54643471,-99.64287211,-0.039697026,-0.007777144,48.75815041
8/6/2002,875.530029,923.73999,875.530029,901.909973,1535110000,67.080002,67.080002,61.939999,64.18,8,6,2,923.4619995,914.4756348,920.371406,1051.618779,853.3292189,992.340027,856.349976,924.3450015,5.089966,0.567557142,899.6350095,-74.27380242,-41.53264532,-40.38845626,-1.144189067,0.572333912,36.4002778,48.209961,66.659973,18.450012,66.659973,50.33714514,-73.37073685,0.05230545,-0.003973893,49.57239003
8/7/2002,932.530029,938.159973,883.369995,919.080017,1542880000,64.300003,69.260002,63.91,68.839996,8,7,3,920.2119995,913.6789107,920.136608,1050.667999,850.2830019,992.340027,856.349976,924.3450015,-32.5,-3.415372267,910.764984,-77.39400636,-39.05326127,-40.12141726,1.068155985,0.616620154,38.1425502,54.789978,36.25,18.539978,54.789978,51.70357407,-54.04057619,0.019037426,-0.001447641,50.0962493
8/8/2002,915.890015,948.719971,898.570007,947.23999,1523000000,71.129997,71.160004,59.259998,59.349998,8,8,4,925.4909973,918.5930908,925.0644956,1045.5961,850.2758966,992.340027,856.349976,924.3450015,52.789978,5.901948381,923.644989,-75.33159765,-34.41929289,-38.98099239,4.561699494,0.755190974,43.02614276,50.149964,29.639954,20.51001,50.149964,52.64571714,-33.16421802,0.030639305,-0.001947897,48.83005094
8/9/2002,932.330017,953.380005,921.25,937.330017,1313750000,61.84,62.189999,57.91,58.700001,8,9,5,928.1330017,920.7456398,927.2945904,1039.259979,850.2630187,992.340027,856.349976,924.3450015,26.420044,2.900401223,937.3150025,-63.97250761,-31.18698738,-37.42219139,6.235204001,0.927177025,48.11063089,32.130005,6.140015,25.98999,32.130005,51.24000336,-40.45149597,-0.010461945,-0.002610769,47.24924013
8/12/2002,925.679993,943.27002,922.359985,938.97998,1054220000,57.98,59.130001,56.09,56.290001,8,12,1,925.0179992,922.7178177,929.4192067,1028.077258,853.2417357,992.340027,856.349976,924.3450015,-31.150025,-3.210912438,932.8150025,-49.40720975,-28.16752605,-35.57125832,7.403732267,0.992448233,49.81049026,20.910035,5.940003,14.970032,20.910035,48.6257195,-39.23819912,0.00176028,-0.003531928,43.70888064
8/13/2002,933.73999,959.460022,907.299988,907.619995,1570660000,57.450001,58.610001,54.720001,57.68,8,13,2,917.7440002,919.5545442,925.4557137,1017.377764,853.5732303,971.849976,856.349976,914.099976,-72.73999,-7.41972246,933.380005,-39.35703358,-27.982505,-34.05350765,6.071002659,1.221521569,54.98580729,52.160034,20.480042,31.679992,52.160034,46.44714807,-62.2986986,-0.033397927,-0.004725828,40.9511335
8/14/2002,912.349976,968.969971,904.469971,968.840027,1629290000,57.5,57.900002,51.490002,53.279999,8,14,3,918.4180053,928.8447309,933.3437706,1003.707988,861.2530099,968.969971,856.349976,912.6599735,6.740051,0.700556197,936.719971,-32.07838791,-22.63500726,-31.76980757,9.134800318,0.847153629,45.86265135,64.5,61.349976,3.150024,64.5,45.79929043,-17.28067592,0.067451172,-0.002215526,35.61374464
8/15/2002,975.090027,985.969971,955.380005,980.97998,1642850000,53.09,54.240002,51.099998,51.240002,8,15,4,925.1570006,940.2196354,942.0048996,1000.747912,862.8500856,985.969971,856.349976,921.1599735,67.389953,7.376388862,970.674988,-20.93150479,-17.21899418,-28.85964489,11.64065072,1.418806758,58.65730089,30.589966,17.129944,13.460022,30.589966,45.74285907,-8.353586837,0.0125304,6.98E-05,34.47445669
8/16/2002,968.049988,1004.219971,961.559998,996.059998,1389180000,51.73,52.880001,48.720001,50.650002,8,16,5,935.5119994,953.1110895,951.8330993,1006.655637,860.0113612,1004.219971,856.349976,930.2849735,103.549988,11.60210943,982.8899845,-9.584302844,-11.57648683,-25.40301328,13.82652645,1.387576902,58.11653233,42.659973,23.239991,19.419982,42.659973,44.55999771,-5.51834265,0.015372401,0.002308362,36.66106893
8/19/2002,997.390015,1028.069946,993.460022,1026.060059,1489490000,49.23,50.57,45.57,47.02,8,19,1,952.4100036,969.574373,965.3289102,1021.941134,853.4218727,1028.069946,875.530029,951.7999875,168.980042,19.71578367,1010.764984,6.392752397,-4.630625933,-21.24853581,16.61790988,1.131719486,53.08951265,34.609924,32.009948,2.599976,34.609924,44.06070393,-1.170444532,0.030118729,0.005174918,42.12981528
8/20/2002,1014.51001,1021.940002,1001.840027,1008.02002,1396290000,48.709999,48.959999,46.610001,47.709999,8,20,2,963.0210083,979.6852851,973.0909301,1030.760619,855.7223892,1028.069946,883.369995,955.7199705,106.110047,11.76503755,1011.890015,21.09431269,-0.575032889,-17.11383523,16.53880234,1.277727709,56.09659592,20.099975,4.120057,24.220032,24.220032,42.97284821,-11.67594311,-0.017581855,0.006546915,43.75955733
8/21/2002,1020.950012,1038.859985,1006.549988,1035.469971,1508530000,47.459999,49.720001,45.990002,46.110001,8,21,3,974.6600037,992.8578238,984.4325739,1044.191539,850.6804644,1038.859985,898.570007,968.714996,116.389954,12.66374547,1022.704987,36.8335225,4.798718811,-12.73132442,17.53004323,1.236833785,55.29395135,32.309997,30.839965,1.470032,32.309997,41.73070857,-1.857440049,0.027231553,0.004855483,48.37776861
8/22/2002,1036.160034,1052.48999,1023.25,1049.030029,1654080000,47.310001,47.700001,44.349998,45,8,22,4,984.8390076,1006.379647,996.1775658,1058.566971,851.763034,1052.48999,904.469971,978.4799805,101.790039,10.7459609,1037.869995,50.33046602,10.03595091,-8.177869354,18.21382026,1.934496271,65.9226011,29.23999,17.020019,12.219971,29.23999,41.089992,-1.76402608,0.013095559,0.00851211,51.70098424
8/23/2002,1036.130005,1036.660034,1005.02002,1010.48999,1365830000,46.07,49.75,46.02,47.619999,8,23,5,992.1550049,1011.043462,998.7798247,1064.161594,856.1264124,1052.48999,904.469971,978.4799805,73.159973,7.805145645,1020.840027,58.41135693,10.95040655,-4.352214173,15.30262073,2.65210086,72.61849992,31.640014,12.369995,44.010009,44.010009,41.35284857,-23.73418245,-0.036738738,0.005755057,52.00879545
8/26/2002,1017.619995,1020.859985,990.820007,1016.789978,1261360000,49.16,50.93,48.240002,48.419998,8,26,1,999.9360047,1015.522548,1002.054398,1069.487646,855.4663583,1052.48999,904.469971,978.4799805,77.809998,8.286651436,1005.839996,57.44165404,12.04463259,-1.072844819,13.11747741,2.466149023,71.1495382,30.039978,10.369995,19.669983,30.039978,38.73713464,-21.10927924,0.006234587,0.002816189,53.50532184
8/27/2002,1021.5,1021.659973,971.679993,974.469971,1432360000,48.669998,51.5,48.41,50.009998,8,27,2,1006.621002,1010.89236,997.0390477,1069.018199,855.346803,1052.48999,904.469971,978.4799805,66.849976,7.365414641,996.669983,53.97720706,9.388716452,1.019467435,8.369249018,2.17404152,68.494426,49.97998,4.869995,45.109985,49.97998,38.39356336,-50.68868738,-0.041621188,0.000207882,53.4178491
8/28/2002,965.570007,968.659973,941.599976,944.830017,1351500000,52.400002,56.259998,51.529999,53.52,8,28,3,1004.220001,999.657635,987.5464966,1068.436307,854.2016994,1052.48999,941.599976,997.044983,-24.01001,-2.478222341,955.1299745,40.97720495,4.836435779,1.782861104,3.053574675,1.395162567,58.2491805,27.059997,5.809998,32.869995,32.869995,37.15927986,-72.73338683,-0.030416488,-0.000381652,53.55865195
8/29/2002,933.460022,973.340027,926.609985,961.75,1435190000,57.139999,57.630001,54.200001,55.049999,8,29,4,1002.297003,991.9358166,982.8562245,1068.46549,858.9885144,1052.48999,926.609985,989.5499875,-19.22998,-1.960282615,949.975006,25.07335381,2.564460268,1.939180936,0.625279331,0.987183143,49.67751194,46.730042,28.51001,18.220032,46.730042,38.20213964,-61.30251206,0.017907965,0.003034792,52.36924379
8/30/2002,951.559998,964.929993,941.51001,942.380005,1089820000,60.59,60.59,54.16,54.98,8,30,5,996.929004,981.0418169,975.4969119,1066.081141,866.3598623,1052.48999,926.609985,989.5499875,-53.679993,-5.389232888,953.2200015,12.58170094,-0.789986931,1.393347363,-2.183334294,1.152720321,53.54714729,23.419983,3.179993,20.23999,23.419983,38.38142164,-74.38857645,-0.020140364,0.003181465,49.93031972
9/3/2002,928.5,928.5,899.190002,899.640015,1394260000,57.490002,59.900002,57.490002,58.790001,9,3,2,984.2869996,963.3529098,961.7047488,1059.883307,876.8136962,1052.48999,899.190002,975.839996,-126.420044,-12.32092049,913.845001,-2.582003932,-6.818570269,-0.249036163,-6.569534106,1.018965943,50.46969448,29.309998,13.880005,43.190003,43.190003,37.74070514,-99.70644942,-0.045353244,0.002898654,45.76740271
9/4/2002,904.820007,925.26001,895.409973,920.97998,1493510000,60.080002,60.43,57.060001,57.419998,9,4,3,975.5829956,951.8425426,954.3002454,1058.284512,880.3194923,1052.48999,895.409973,973.9499815,-87.04004,-8.634753107,910.3349915,-16.24194297,-9.761781429,-2.151585217,-7.610196212,0.962646056,49.04837798,29.850037,25.619995,4.230042,29.850037,35.26570779,-83.72166779,0.02372056,0.001469409,44.49125482
9/5/2002,900.900024,901.5,882.849976,882.919983,1520290000,60.830002,61.720001,59.59,60.720001,9,5,4,960.3279968,934.9947221,941.3220159,1062.066937,872.9210639,1052.48999,882.849976,967.669983,-152.549988,-14.73243959,892.174988,-25.3598523,-14.99259584,-4.719787342,-10.2728085,0.748963855,42.82328952,18.650024,19.47998,38.130004,38.130004,35.80428193,-99.95873202,-0.041325542,-0.001548739,47.28646818
9/6/2002,911.599976,932.960022,910.780029,922.219971,1320380000,60,60,56.119999,56.540001,9,6,5,947.646991,928.0659902,937.8489168,1062.589309,869.8966896,1036.660034,882.849976,959.755005,-126.810058,-12.08831535,921.8700255,-29.41099546,-15.78491469,-6.932812812,-8.852101881,0.638199163,38.95736107,22.179993,50.040039,27.860046,50.040039,36.3314295,-76.79203504,0.044511381,-0.000855135,48.17315485
9/9/2002,913.679993,939.23999,901.130005,932.22998,1247540000,58.150002,58.700001,55.049999,55.470001,9,9,1,939.82099,925.2628973,936.8272919,1062.682882,869.2931127,1021.659973,882.849976,952.2549745,-78.26001,-7.74475856,920.1849975,-35.00181924,-15.42727302,-8.631704854,-6.795568167,0.691678076,40.8870982,38.109985,17.020019,21.089966,38.109985,36.58143386,-70.89129927,0.010854253,0.000210675,48.34744239
9/10/2002,934.429993,951.460022,930.190002,947.719971,1441490000,56.57,56.57,53.029999,53.07,9,10,2,932.9139893,926.6990756,938.807779,1062.683965,870.1660295,1021.659973,882.849976,952.2549745,-69.070007,-6.792947265,940.825012,-30.06199379,-13.73559125,-9.652482134,-4.08310912,0.617631173,38.18121111,21.27002,19.230042,2.039978,21.27002,36.37071871,-61.76020417,0.016616062,0.000953464,48.12948376
9/11/2002,958.289978,978.460022,945.900024,946.400024,1075670000,52.689999,54.009998,52.52,54,9,11,3,930.1069946,929.1510819,940.1881872,1061.13454,875.5934567,978.460022,882.849976,930.654999,-28.069947,-2.880534838,962.180023,-21.21298817,-12.35896352,-10.19377841,-2.165185109,0.713770095,41.649116,32.559998,30.740051,1.819947,32.559998,36.38857593,-62.53829123,-0.001392761,0.002553722,46.38527085
